ID,Company_Name,Address,Telephone,Facsimile,Email,Website
19730,Bega Valley Shire Council Library Services Bega Library  - Document Delivery Service,Zingel Place    BEGA       NSW   2550     AUSTRALIA,02 6499 2321,,ill@begavalley.nsw.gov.au,http://www.begavalley.nsw.gov.au/Community/Library_Services/Library.htm
166388, Bega Pioneers' Museum,87 Bega Street    BEGA       NSW   2550     AUSTRALIA,,,,http://begapioneersmuseum.org.au/
80294, Bega Valley Genealogical Society Inc.,President    PO Box 19     Pambula       NSW   2549     AUSTRALIA,,,,
80295, Bega Valley Historical Society,87 Bega Street    BEGA       NSW   2550     AUSTRALIA,,,,
120628,The Tallis Foundation Beleura House Garden,,,,,http://www.beleura.org.au/
21201,Bellarine Historical Society Inc. Bellarine Historical Society Research Centre,High St    DRYSDALE       VIC   3222     AUSTRALIA,(03) 52504177,,pje23513@bigpond.net.au,http://www.zades.com.au/bellhs/bellhs.html
20704,CSIRO Belmont Library  - Document Delivery Service,Henry St    BELMONT       VIC   3216     AUSTRALIA,03 9545 7866/7875,03  9545 7882,docdel@csiro.au,http://www.csiro.au/
20414,Benalla & District Historical Society Inc Benalla & District Historical Society Library,14 Mair St    BENALLA       VIC   3672     AUSTRALIA,,,,
20413,Benalla Art Gallery Benalla Art Gallery Library,Benalla Gardens    BENALLA       VIC   3672     AUSTRALIA,03  5762 3027,03  5762 5640,,http://amol.org.au/art_trails/benalla/
89035,Mount Marshall Shire Council Libraries Bencubbin Public Library,,,,,http://www.mtmarshall.wa.gov.au
20392,Bendigo Art Gallery Bendigo Art Gallery Library,42 View St    BENDIGO       VIC   3550     AUSTRALIA,03 5434 6088,03 5443 6586,bendigoartgallery@bendigo.vic.gov.au,http://www.bendigoartgallery.com.au
20548, Bendigo Branch Library,Dudley House    BENDIGO       VIC   3550     AUSTRALIA,,,,
20429,"La Trobe University
    La Trobe University Library Bendigo Campus, Heyward Library  - Interlibrary Lending & Document Delivery Service",ILDDS - Heyward Library     La Trobe University / Edwards Rd     BENDIGO       VIC   3550     AUSTRALIA,03  5444 7529,03  5444 7245,ildds.ben@latrobe.edu.au,http://www.lib.latrobe.edu.au/
21705, Bendigo Historical Society Inc,PO Box 2309    Mail Centre     BENDIGO       VIC   3554     AUSTRALIA,,,,
20565,Bendigo Joss House Bendigo Joss House Library,Emu Point    BENDIGO       VIC   3550     AUSTRALIA,,,,http://www.bendigotrust.com.au
20424,Bendigo Kangan Institute Bendigo Kangan Institute Libraries,136 McCrae St    BENDIGO       VIC   3550     AUSTRALIA,03  5434 1516,03  5434 1428,library@bendigotafe.edu.au,http://www.bendigotafe.edu.au/Pages/default.aspx
169552, Bendigo RSL Military Museum,,,,,
175871, Bendigo Trades Hall Council & Literary Institute Inc,34-40 View Street    BENDIGO       VIC   3550     AUSTRALIA,0354435173,,admin@bgothc.com.au,
20766,Bendigo Trust PTY LTD Bendigo Tramways Archive,Tramways Museum/Depot    Hargreaves St     BENDIGO       VIC   3550     AUSTRALIA,03  5442 2821,03  5443 8341,,http://www.bendigotramways.com
128331,University of Notre Dame Australia Benedict XVI Medical Library  - Document Supply Service,"XVI Medical Library, University of Notre Dame    160 Oxford Street     DARLINGHURST       NSW   2010     AUSTRALIA",02 8204 4351,,sydney.documentdelivery@nd.edu.au,http://www.nd.edu.au/
89034,City of Canning Libraries Bentley Library,Cnr Manning Rd & Hedley Place    BENTLEY       WA   6102     AUSTRALIA,,,,http://www.canning.wa.gov.au/libraries.asp
148428, Berri Barmera Libraries,Kay Avenue    BERRI        SA   5343     AUSTRALIA,08 8595 2666,08 8595 2668,berrilibrary@bbc.sa.gov.au,http://www.berribarmeralibrary.org.au/
21762, Berrigan Heritage Museum,Jerilderie St    BERRIGAN       NSW   2712     AUSTRALIA,03 5885 2363,03 5885 2973,,
21453,Berrigan Shire Library Service Berrigan Library,39-41 Chanter St    BERRIGAN       NSW   2712     AUSTRALIA,,,,http://www.berriganshire.nsw.gov.au/library.html
168708, Berrima District Historical & Family History Society,Cnr Bowral Road and Main Street    Mittagong       NSW   2575     AUSTRALIA,0248834271,,bdhsarchives@gmail.com,http://www.berrimadistricthistoricalsociety.org.au/
20917,"NT Department of Industry, Tourism and Trade Berrimah Farm Library - Fisheries Collection","Berrimah Farm Library, Clem Benson    Berrimah Farm, Makagon Road     BERRIMAH       NT   0828     AUSTRALIA",08  8999 2295,,BerrimahFarmLibrary@nt.gov.au,https://industry.nt.gov.au/
20919,"NT Department of Industry, Tourism and Trade Berrimah Farm Library - Primary Industry Collection","Berrimah Farm Library, Clem Benson    Berrimah Farm, Makagon Road     BERRIMAH       NT   0828     AUSTRALIA",08  8999 2295,,BerrimahFarmLibrary@nt.gov.au,https://industry.nt.gov.au/
159971, Berry Street,1 Salisbury Street    RICHMOND       VIC   3121     AUSTRALIA,,,,http://www.berrystreet.org.au/
90525,Berwick Mechanics' Institute and Free Library Inc Berwick Mechanics' Institute and Free Library,Berwick    Berwick       VIC   3806     AUSTRALIA,,,,http://www.berwickmilibrary.org.au
29207, Berwick Pakenham Historical Society Inc Library,330 Officer South Road    OFFICER       VIC   3809     AUSTRALIA,,,,
121029,Abbotsleigh Betty Archdale Library  - Cath Ferguson,1666 Pacific Highway    WAHROONGA       NSW   WAHROONGA     AUSTRALIA,02 9473 7775,,fergusonc@abbotsleigh.nsw.edu.au,http://www.abbotsleigh.nsw.edu.au/
21354,"Beulah Historic, Learning and Progress Association Beulah Historic, Learning and Progress Association Library",Beulah Railway Station    Henty Hwy     BEULAH       VIC   3395     AUSTRALIA,03  5390 2335,03  5390 2484,,
89036,Shire of Beverley Public Library Beverley Library,Shire Administration Office    136 Vincent Street     BEVERLEY       WA   6304     AUSTRALIA,0896461200,0896461409,library@beverley.wa.gov.au,http://www.beverley.wa.gov.au/our_services/facilities/library.html
159449,Bialik College Bialik College Library,429 Auburn Road    EAST HAWTHORN       VIC   3123     AUSTRALIA,,,,http://www.bialik.vic.edu.au/
148968, Big Sky Libraries  - Inter Library Loans,"Level 1, 36 Balo Street    MOREE       NSW   2400     AUSTRALIA",02 6757 3425,,ill@bsl.nsw.gov.au,https://bigsky.spydus.com
89037,Shire of Chittering Bindoon Library  - Bindoon Library,6177 Great Northern Hwy     BINDOON       WA   6502     AUSTRALIA,0895764600,,library@chittering.wa.gov.au,http://www.chittering.wa.gov.au
175288, Biodiversity Heritage Library Australia,Biodiversity Heritage Library Australia    VARIOUS          0000     AUSTRALIA,,,,http://www.biodiversitylibrary.org/collection/bhlau
169192,"Parliament of  Australia
    Parliamentary Library Biographical Dictionary of the Australian Senate",Parliamentary Library    Parliament House     CANBERRA       ACT   2600     AUSTRALIA,02 6277 2500,02 6277 2599,,http://www.aph.gov.au/library/
21643,The Bionics Institute of Australia Bionics Institute Library,384-388 Albert St    EAST MELBOURNE       VIC   3002     AUSTRALIA,03 9667 7547,03 9667 7503,pquilty@bionicear.org,http://www.medoto.unimelb.edu.au/bei/
21533,CSL Limited Bioplasma Library,189-209 Camp Rd    BROADMEADOWS       VIC   3047     AUSTRALIA,03 9246 5477,03 9246 5226,Duncan.Coulter@CSLBehring.com.au,http://www.csl.com.au/
21012,Biotech Australia Biotech Australia Library,PO Box 20    ROSEVILLE       NSW   2069     AUSTRALIA,02 9417 0271,02 9417 5568,,http://www.bioaust.com.au/
20411,Birchip Historical Society Inc. Birchip Historical Society Library,Cumming Ave    BIRCHIP       VIC   3483     AUSTRALIA,,,,
177327, Bird & Bird,"Level 11, 68 Pitt Street    SYDNEY       NSW   2000     AUSTRALIA",02 9226 9888,,laura.yong-xu@twobirds.com,
149149,BBI-The Australian Institute of Theological Education Bishop David L. Walker Library,Caroline Chisholm Centre    423 Pennant Hills Road     PENNANT HILLS       NSW   2120     AUSTRALIA,02 9847 0564,02 9847 0031,library@bbi.catholic.edu.au,http://www.bbi.catholic.edu.au/
19666,CSIRO Black Mountain Library  - Document Delivery Service,Clunies Ross St    Acton       ACT   2601     AUSTRALIA,03 9545 7866/7875,03 9545 7882,docdel@csiro.au,http://www.csiro.au/
20420,Black Rock House Black Rock House Library,34 Ebden Ave     BLACKROCK       VIC   3193     AUSTRALIA,,,,
169627, Blackburn Cricket Club,,,,,
173228, Blacksmith's Cottage & Forge,,,,,http://www.cottageandforge.com/
169386, Blacksmith's Cottage and Forge,,,,,
19737,Blacktown City Council Libraries Blacktown City Libraries,Cnr Flushcombe Rd & Alpha St    BLACKTOWN       NSW   2148     AUSTRALIA,02 9839 6666,02 9831 2690,InterLibrary.Loans@blacktown.nsw.gov.au,http://www.blacktown.nsw.gov.au/
94759,Western Sydney Local Health District Blacktown-Mt Druitt Health Clinical Library - Blacktown Campus  - Document Supply Service,Blacktown Hospital Library    Blacktown Road     Blacktown       NSW   2148     AUSTRALIA,(02) 9851 6130,(02) 9851 6022,Anne.Gray@health.nsw.gov.au,http://www.health.nsw.gov.au/wslhd/
21219,Western Sydney Local Health District Blacktown-Mt Druitt Health Clinical Library - Mt Druitt Campus,Railway St    MT DRUITT       NSW   2770     AUSTRALIA,02 9881 1637,02 9881 1765,Anne.Gray@health.nsw.gov.au,http://www.health.nsw.gov.au/wslhd/
19736,Blackwells Blackwells Regional Office,3 Narabang Way    BELROSE       NSW   2085     AUSTRALIA,1800 25 1699,,6007:BPC001,
19735,Riverina Regional Library Bland Library,Council Chambers    Shire St     WEST WYALONG       NSW   2671     AUSTRALIA,02 6972 2266,02 6972 4230,,http://www.rrl.nsw.gov.au/
21186,Uniting Church in Australia - Queensland Synod Blue Care Library,"level 5, 192 Ann Street    BRISBANE       QLD   4000     AUSTRALIA",07 3253 4374,07  3236 0929,f.tipman@bluecare.org.au,http://www.qld.uca.org.au/
160189, Blue Mountains International Hotel Management School,PO Box 905    CROWS NEST       NSW   2065     AUSTRALIA,,,,http://www.bluemountains.edu.au
19738,Blue Mountains City Council Blue Mountains Library,104 Macquarie Rd    SPRINGWOOD       NSW   2777     AUSTRALIA,02 4739 4284,02 4739 4634,ill@bmcc.nsw.gov.au,http://www.bmcc.nsw.gov.au/index.cfm?L1=1&L2=28
19866,BlueScope Steel Limited BlueScope Steel Research  Knowledge Management Service,Old Port Rd    PORT KEMBLA       NSW   2505     AUSTRALIA,02 4275 6155,02 4275 6145,Carolyn.Trotter@BluescopeSteel.com,http://www.bluescopesteel.com.au/
89039,Shire of Boddington Library Services Boddington Library,25 Pollard Street    BODDINGTON       WA   6390     AUSTRALIA,,,,http://www.boddington.wa.gov.au
20008,Shore School Boer War Contingent Memorial Library,Blue St    NORTH SYDNEY       NSW   2060     AUSTRALIA,02 9956 1152,02 9957 4968*,library@shore.nsw.edu.au,http://www.shore.nsw.edu.au/
89042,Victoria Plains Shire Council Libraries Bolgart Library,(Bolgart Hall) George St    BOLGART       WA   6569     AUSTRALIA,,,,http://www.victoriaplains.wa.gov.au
21407,Bolinda Publishing Bolinda Publishing Library  - Publishing & Distributing of Library Material : Cataloguing & End Processing,17 Mohr St    TULLAMARINE       VIC   3043     AUSTRALIA,03 9338 0666,03 9335 1903,info@bolinda.com,http://www.bolinda.com/aus/
20680, Bolton Clarke Library Services  - Bolton Clarke Library Services,"Level 1, 347 Burwood Highway    FOREST HILL       VIC   3131     AUSTRALIA",0427182056,,Jedwards@boltonclarke.com.au,
167908,"Bond University
    John and Alison Kearney Library Bond University Library: Institutional Repository",14 University Drive     (Off Cottesloe Drive)     ROBINA       QLD   4226     AUSTRALIA,,,,http://library.bond.edu.au
20407,Bonlac Foods Limited Bonlac Foods Library,566 St Kilda Rd     MELBOURNE       VIC   3004     AUSTRALIA,03 9520 0922,03 9521 2254,,http://www.bonlac.com.au/
161568, Books Music & Videos,26B Medway Street    BOX HILL NORTH       VIC   3129     AUSTRALIA,,,,
172050, Boolarra and District Historical Society,C/- Post Office    BOOLARRA       VIC   3870     AUSTRALIA,,,morganpa@iprimus.com.au,
20415,Boort Historical Society Boort Historical Society Library,37 Lake View St    BOORT       VIC   3537     AUSTRALIA,,,,http://billea007@hotmail.com
21599,The Salvation Army College of Further Education Booth College Library,120 Kingsland Rd    BEXLEY NORTH       NSW   2207     AUSTRALIA,,,,http://www.boothcollege.edu.au
19726,Boral Boral Library,Clunies Ross St    Prospect       NSW   2148     AUSTRALIA,02 90334155,02 90334157,lorraine.west@boral.com.au,http://www.boral.com.au/
20963,"La Trobe University
    La Trobe University Library Borchardt Library, Melbourne (Bundoora) Campus",Interlending & Document Delivery Service    Borchardt Library     LA TROBE UNIVERSITY       VIC   3086     AUSTRALIA,03 9479 2927,03 9479 2500,docds@latrobe.edu.au,http://www.lib.latrobe.edu.au/
158688,Tatiara District Council Bordertown Public Library,55 Woolshed Street    BORDERTOWN       SA   5268     AUSTRALIA,08 8752 1473,08 8752 1442,library@tatiara.sa.gov.au,http://www.tatiara.sa.gov.au/page.aspx
21398,"The University of Sydney
    University of Sydney Library Bosch Commons","Level 1, Jane Foss Russell Building G02     160 City Road      UNIVERSITY OF SYDNEY       NSW   2006     AUSTRALIA",02 9357 8711,,scitech.library@sydney.edu.au,https://library.sydney.edu.au/
159729, Boston University Study Abroad: Sydney Academic Centre,15-25 Regent Street    CHIPPENDALE       NSW   2008     AUSTRALIA,,,busaclibrary@iinet.net.au,http://www.bu.edu/sydney/bu-sydney-academic-centre/bu-sydney-centre/
20218,Botanic Gardens of Adelaide and State Herbarium Botanic Gardens and State Herbarium Library,North Tce    ADELAIDE       SA   5000     AUSTRALIA,08 8222 9325,08 8222 9387,lorrae.west@sa.gov.au,http://www.botanicgardens.sa.gov.au
19742,Bourke & District Historical Society Bourke & District Historical Society Library,PO Box 17    BOURKE       NSW   2840     AUSTRALIA,,,,
19744, Bourke Public Library,46 Mitchell St    BOURKE       NSW   2840     AUSTRALIA,02 6872 2751,02 6872 2751,ill@bourkelibrary.com.au,http://www.bourkelibrary.com.au
20985,Bovis Lend Lease Pty Ltd Bovis Lend Lease Library,Level 6    Plaza Building / Australia Square     SYDNEY       NSW   2000     AUSTRALIA,02 9237 5584,02 9277 2177,diana.wyndham@lendlease.com.au,http://www.bovislendlease.com/
75683,Whitsunday Regional Council Bowen Library,PO Box 306    BOWEN       QLD   4805     AUSTRALIA,07 4761 3670,07 4761 3677,bowlib2@tpg.com.au,http://www.whitsunday.qld.gov.au/
19959,Randwick City Library Bowen Library Maroubra  - Randwick City Library,669-673 Anzac Pde    MAROUBRA JUNCTION       NSW   2035     AUSTRALIA,02 9093 6400,02 9093 6495,document.delivery@randwick.nsw.gov.au,https://www.randwick.nsw.gov.au/library/library-services
169324,City of Moorabbin Historical Society Box Cottage Museum,,,,,
21486,Box Hill Historical Society Inc. Box Hill Historical Society Library,1022 Whitehorse Rd    BOX HILL       VIC   3128     AUSTRALIA,,,,http://home.vicnet.net.au/~bhhs/
20408,Box Hill Institute Box Hill Institute Library,Box Hill Institute Library - Interlibrary Loans    465 Elgar Road     BOX HILL       VIC   3128     AUSTRALIA,03 9286 9283,,ill@boxhill.edu.au,http://www.boxhill.edu.au/library
76296, Box Hill Senior Secondary College Library,Dunloe Avenue    Box Hill North     MELBOURNE       VIC   3129     AUSTRALIA,,,,
89098,Shire of Capel Libraries Boyanup Public Library,Thomas Street    BOYANUP       WA   6237     AUSTRALIA,08 97315639,,boylib@capel.wa.gov.au,
89075,Shire of Boyup Brook Boyup Brook Library,55 Abel Street    BOYUP BROOK       WA   6244     AUSTRALIA,08 9765 1200,,shire@boyupbrook.wa.gov.au,http://www.boyupbrook.wa.gov.au/
159848,TAFE NSW - Northern Sydney Bradfield Senior College Library,Building C    192 Pacific Highway     CROWS NEST       NSW   2065     AUSTRALIA,,,,http://www.nsi.tafensw.edu.au/index.html
20095,Braille House Braille House Library,507 Ipswich Rd    ANNERLEY       QLD   4103     AUSTRALIA,07 3848 5257,07 3848 8099,,https://www.braillehouse.org.au/
20323,Tasmanian Braille Writers' Association Braille Library,Lewis St    NORTH HOBART       TAS   7000     AUSTRALIA,,,,
21195,Department of Education & the Arts Braille Unit,164-166 Elizabeth St    HOBART       TAS   7000     AUSTRALIA,03  6234 4666,03  6231 1712,,
160381, Bray Park State High School,Lavarack Road    BRAY PARK       QLD   4500     AUSTRALIA,,,,http://brayparkshs.eq.edu.au/wcmss/
89076,Shire of Jerramungup Libraries Bremer Bay Library,Mary Street    BREMER BAY       WA   6338     AUSTRALIA,,,,
19918,Moriah War Memorial College Brender Moss Library,Queens Park Rd    BONDI JUNCTION       NSW   2022     AUSTRALIA,02 9387 3555,02 9387 3490,"100253,4570@compuserup.com",http://www.studentnet.edu.au/library
160238,Xavier College Brennan Library,135 Barkers Road    KEW       VIC   3101     AUSTRALIA,03 9854 5365,,Margaret.Studds@xavier.vic.edu.au,
169748, Briagolong RSL Sub Branch,,,,,
21265,Health Education and Training Institute Brian Tutt Library,"Building 13, Gladesville Hospital    GLADESVILLE       NSW   2111     AUSTRALIA",02 9391 9058,02 9391 9267,MOH-LibraryDocumentDelivery@health.nsw.gov.au,https://www.heti.nsw.gov.au/about-heti
20421, Briars Historical Property,Nepean Hwy    MT MARTHA       VIC   3934     AUSTRALIA,03  5974 3686,03  5974 1167,,
89088,Shire of Bridgetown-Greenbushes Bridgetown Regional Library,75 Steere Street    BRIDGETOWN       WA   6255     AUSTRALIA,08 97612503,,library@bridgetown.wa.gov.au,
32671, Bright and District Historical Society,Railway Avenue    BRIGHT       VIC   3741     AUSTRALIA,,,,
159850, Brighton Grammar School,VIC         AUSTRALIA,,,,http://www.brightongrammar.vic.edu.au
173110, Brighton Historical Society,,,,,http://www.brightonhistorical.org.au/
174914,City of Holdfast Bay Brighton Public Library,Brighton Public Library     20 Jetty Road     BRIGHTON       SA   5048     AUSTRALIA,08 8179 9523,,mlinnett@holdfast.sa.gov.au,http://www.holdfast.sa.gov.au
21414, Brimbank Libraries  - Inter Library Loans,"Brimbank Libraries, Brimbank Community and Civic Centre    Level 5, 301 Hampshire Road     SUNSHINE       VIC   3020     AUSTRALIA",03 9249 4296,,collections@brimbank.vic.gov.au,http://www.brimbanklibraries.vic.gov.au/index.php?option=com_content&view=article&id=47&Itemid=58
170408,Local Spiritual Assembly of Brisbane Brisbane Baha'i Centre of Learning Library,"26 Mayneview St    Milton , BRISBANE       QLD   4064     AUSTRALIA",07 3367 3303,,brislsa@bigpond.com.au,http://www.bahai.org.au
166828,Alphacrucis College Limited Brisbane Campus Library,48 O'Keefe St    Woolloongabba       QLD   4102     AUSTRALIA,(07) 3117 9188,,library.brisbane@ac.edu.au,https://www.ac.edu.au/library/
174788,JMC Academy Brisbane Campus Library,75 Grey Street    SOUTH BRISBANE       QLD   4101     AUSTRALIA,07 3846 5166,,library@jmc.edu.au,http://www.jmcacademy.edu.au/
20087, Brisbane City Council Library Service  - Interlibrary Loans,Mount Coot-tha Botanic Gardens Library    Mount Coot-tha Road     TOOWONG       QLD   4066     AUSTRALIA,07 3403 2551,07 3403 2554,ill@brisbane.qld.gov.au,https://library-brisbane.ent.sirsidynix.net.au/client/en_AU/eLibCat
106454,Brisbane Grammar School Brisbane Grammar School Library,Brisbane Grammar School Senior Library    24 Gregory Terrace     Spring Hill       QLD   4000     AUSTRALIA,07 3834 5270,07 3834 5305,library@brisbanegrammar.com,https://www.brisbanegrammar.com/Pages/Brisbane%20Grammar.aspx
175831,Brisbane City Council Library Service Brisbane Images,Floor 8 Brisbane Square    266 George Street     BRISBANE       QLD   4000     AUSTRALIA,07 3403 8888,,Aska.librarian@brisbane.qld.gov.au,https://library-brisbane.ent.sirsidynix.net.au/client/en_AU/eLibCat
20110,Allens Brisbane Library,Riverside Centre (Level 32)    123 Eagle St     BRISBANE       QLD   4000     AUSTRALIA,07 3334 3204,07 3334 3459,ksdbneLT@aar.com.au,http://www.aar.com.au/
174629,Australian College of Applied Psychology Brisbane Library,"Ground Floor, East Tower,    410 Ann Street     BRISBANE       QLD   4000     AUSTRALIA",07 3234 4410,07 3236 0037,library.brisbane@navitas.com,http://www.acap.edu.au/
21688,Australian Government Solicitor Brisbane Library,Level 12    340 Adelaide Street     BRISBANE       QLD   4000     AUSTRALIA,02 9581 7610,,library@ags.gov.au,http://ags.gov.au/
161488,MinterEllison Brisbane Library,Level 22 Waterfront Place    1 Eagle Street     BRISBANE       QLD   4001     AUSTRALIA,07 3119 6515,07 3119 1000,BNEMINT@minterellison.com,http://www.minterellison.com/
174808,Study Group Australia Brisbane Library,"Martin College & Embassy CES    Level 5, 119 Charlotte Street     BRISBANE       QLD   4000     AUSTRALIA",(07) 3232 1671,,brislibrary@studygroup.com,http://www.studygroup.com/
21022,TAFE Queensland Brisbane North Institute of TAFE Learning Hubs,[e.g.Bracken Ridge] Campus Library    Locked Bag 3     EAGLE FARM BC       QLD   4009     AUSTRALIA,07 3480 3202,07 3480 3282,LearningHubRDC.BNIT@deta.qld.gov.au,https://tafeqld.edu.au/
163028,AECOM Brisbane Office Library,Level 8    540 Wickham Street     FORTITUDE VALLEY       QLD   4006     AUSTRALIA,07 3553 2000,,Library.Support@aecom.com,http://www.aecom.com/au/
114293,Arup Brisbane Office Library,Level 4    108 Wickham Street     Fortitude Valley       QLD   4006     AUSTRALIA,07 3023 6000,,aus.library@arup.com,http://www.arup.com.au/
162068,DLA Piper (Lawyers) Brisbane Office Library,Level 9     480 Queen Street     BRISBANE       QLD   4000     AUSTRALIA,03 9274 5175,07 3229 4077,Library.Australia@dlapiper.com,http://www.dlapiper.com/
153408,GHD Brisbane Office Library,145 Ann Street    BRISBANE       QLD   4000     AUSTRALIA,07 5413 8103,07 5413 8199,brislib@ghd.com.au,http://www.ghd.com.au/
163069,Herbert Smith Freehills Brisbane Office Library,Central Plaza 1    345 Queen Street     BRISBANE       QLD   4001     AUSTRALIA,+61 7 3258 6527,+61 7 3258 6444,knowledgecentrebri@hsf.com,http://www.freehills.com.au/
20124,Brisbane Private Hospital Brisbane Private Hospital Library,Arnold Janssen Centre    259 Wickham Tce     BRISBANE       QLD   4000     AUSTRALIA,07 3834 6258,07 3832 2056,,
160382,QLD Department of Education & Training Brisbane School of Distance Education,405 Montague Road    WEST END       QLD   4101     AUSTRALIA,,,,http://education.qld.gov.au/
160383, Brisbane State High School,Vulture Street    SOUTH BRISBANE       QLD   4101     AUSTRALIA,,,,http://www.brisbaneshs.eq.edu.au/
21114,Broadford and District Historical Society Broadford & District Historical Society Library,PO Box 17    BROADFORD       VIC   3658     AUSTRALIA,03  5784 1474,,,
21383,Kangan Institute Broadmeadows Campus Library  and Learning  Centre,Pearcedale Pde    BROADMEADOWS       VIC   3047     AUSTRALIA,03 9279 2424,03 9279 2355,llc@kangan.edu.au,http://www.kangan.edu.au/
89090,Shire of Brookton Brookton Public Library,,,,,
21693,University of Notre Dame Australia Broome Campus Library,PO Box 2287    Guy St     BROOME       WA   6725     AUSTRALIA,08 9192 0640,08 9192 0690,broome.library@nd.edu.au,http://www.nd.edu.au/
101345, Broome Historical Society,67 Robinson Street     BROOME       WA   6725     AUSTRALIA,08 9192 2075,08 9192 3114,admin@broomemuseum.org.au,http://www.broomemuseum.org.au
89089,Shire of Broome Broome Library and Information Service,Crn Haas and Hamersley Sts    PO Box 44     BROOME       WA   6725     AUSTRALIA,08 9191 3477,08 9191 3476,library@broome.wa.gov.au,http://www.broome.wa.gov.au/
89087,Shire of Broomehill-Tambellup Library Services Broomehill Library  - Broomehill Public Library,30360 Great Southern Highway    BROOMEHILL VILLAGE       WA   6318     AUSTRALIA,0898253555,,cso3@shirebt.wa.gov.au,
20012,St Joseph's College Hunters Hill Brother Liguori Resources Centre,Mary St    HUNTERS HILL       NSW   2110     AUSTRALIA,02 9816 1044,,,
168668,Campbelltown Anglican Schools Council Broughton Anglican College,81-83 Menangle Road    MENANGLE PARK       NSW   2563     AUSTRALIA,,,,https://www.broughton.nsw.edu.au/
89092,Shire of Bruce Rock Bruce Rock Public Library,54 Johnson Street    BRUCE ROCK       WA   6418     AUSTRALIA,,,,http://www.brucerock.wa.gov.au/
20401,Buda Historic Home and Garden Inc. Buda Historic Home & Garden Library,42 Hunter St    CASTLEMAIN       VIC   3450     AUSTRALIA,03 6472 1032,,,
173568, Buddhist Library,90 - 92 Church Street    CAMPERDOWN       NSW   2050     AUSTRALIA,02 9519 6054,,librarian@buddhistlibrary.org.au,http://www.buddhistlibrary.org.au
101353, Bula'bula Arts Aboriginal Corporation,PMB 161    WINNELLIE       NT   0822     AUSTRALIA,,,,http://www.bulabula-arts.com/
89093,City of Melville Bull Creek Library  - Interlibrary Loans,24 Leichhardt Street    BULL CREEK       WA   6149     AUSTRALIA,0893640130,0893640285,ills@melville.wa.gov.au,http://www.melvillecity.com.au
158889,Footscray Football Club Limited Bulldogs Musuem,PO Box 4112 DC    Footscray West       VIC   3012     AUSTRALIA,,,,
89030,City of Swan Bullsbrook Public Library,3 Maroubra Avenue    BULLSBROOK       WA   6084     AUSTRALIA,08 9207 8989,,bullsbrook.library@swan.wa.gov.au,http://cityofswan.com
175771, Buloke Library Service,367 Broadway    WYCHEPROOF       VIC   3527     AUSTRALIA,0354780100,,buloke@buloke.vic.gov.au,
89094,City of Bunbury Libraries Bunbury Public Library,Parkfield St    Bunbury       WA   6230     AUSTRALIA,08 9792 7190,08 9721 2171,Bunlib@bunbury.wa.gov.au,http://library.bunbury.wa.gov.au/
89091,Bunbury Regional Prison Bunbury Regional Prison Library,Centenary Road    BUNBURY       WA   6230     AUSTRALIA,,,,http://www.correctiveservices.wa.gov.au/B/bunburyprison.aspx?uid=4004-0341-3196-2385
158628,"Bundaberg Regional Council
    Bundaberg Regional Libraries Bundaberg Library",49 Woondooma Street    BUNDABERG       QLD   4670     AUSTRALIA,07 4130 4137,,estelle.quinlan@bundaberg.qld.gov.au,https://www.artsbundaberg.com.au/libraries
166510,"State Library of Queensland
    Picture Queensland partner Bundaberg Regional Libraries",,,,,http://www.slq.qld.gov.au/resources/picture-queensland
21588,TAFE Queensland South West Bundamba Library  - Interlibrary Loans,Mary Street    BUNDAMBA       QLD   4304     AUSTRALIA,07 3817 3065,07 3817 3067,library.southwest@tafe.qld.edu.au,http://tafesouthwest.edu.au/
21335,Buninyong and District Historical Society Inc. Buninyong Court House History Centre,Learmonth St    BUNINYONG       VIC   3357     AUSTRALIA,,,,
169599, Bunjil Park Aboriginal Education and Cultural Centre,,,,,
20818,Scotch College Bunning Resource Centre,76 Shenton Rd     SWANBOURNE       WA   6010     AUSTRALIA,08 9384 1466,08 9385 2286,,http://www.scotch.wa.edu.au/
169566, Bunyip Historical Society,,,,,
166513,"State Library of Queensland
    Picture Queensland partner Burdekin Libraries",,,,,http://www.slq.qld.gov.au/resources/picture-queensland
163091,Burdekin Shire Council Libraries Burdekin Library,108 Graham Street    AYR       QLD   4807     AUSTRALIA,47839977,,robyn.elphinstone@burdekin.qld.gov.au,http://www.burdekin.qld.gov.au/
20214,Burleigh College Burleigh Collection at Tabor Adelaide Library,181 Goodwood Rd    Millswood       SA   5034     AUSTRALIA,08 83738759,,library@adelaide.tabor.edu.au,http://www.taboradelaide.edu.au/about/library.php
169688, Burnet Institute,,,,,
21199,TasTAFE Libraries Burnie Library,41-43 Mooreville Road    BURNIE       TAS   7320     AUSTRALIA,,,burnielibrary@tastafe.tas.edu.au,http://library.tastafe.tas.edu.au
155128,City of Burnside Burnside Library,401 Greenhill Road    TUSMORE       SA   5065     AUSTRALIA,08 8366 4280,,library@burnside.sa.gov.au,http://www.burnside.sa.gov.au/
158509,Regional Council of Goyder Burra Community Library,7 Bridge Terrace    Burra       SA   5417     AUSTRALIA,08 8892 2038,08 8892 2476,burra.library@plain.sa.gov.au,http://www.goyder.sa.gov.au
169722, Burrinja Cultural Centre,,,,,http://www.burrinja.org.au/
